"Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание"
"Б0001679;Обои стекло \мелкая рогожка\ 1х50м  X-Glass;Отделочные материалы;Обои;;276450;270630;5;;;рул;;0;"
"ДХ1158;Обои стеклохолст \X-Glass\ шир. 1х50 м (25г/м2);Отделочные материалы;Обои;;58140;56920;10;;;шт;;0;"
"Б0000265;Обои стеклохолст \X-Glass\ шир. 1х50 м (40г/м2);Отделочные материалы;Обои;;58140;56916;11;;;шт;sd_00246;0;Применяется для износоустойчивости и декоративной отделки стен и потолков внутри помещений под окрашивание дисперсионнойлатекснойакриловой или структурной краской. Малярный стеклохолст- это декоративный и одновременно армирующий материал для отделки поверхностей в сухом строительстве. Армирование стеклохолстом устраняет проявление трещин и создаёт чистуюровную поверхность."
"Б0002077;Плинтус потолочный  2м  С04/50 (70);Отделочные материалы;Плинтус потолочный;;3895;3813;18;;;шт;;0;"
"Б0002072;Плинтус потолочный  2м  С07/50 (55) А;Отделочные материалы;Плинтус потолочный;;4275;4185;1;;;шт;;0;"
"Б0002087;Плинтус потолочный  2м  С11/25 (170);Отделочные материалы;Плинтус потолочный;;1710;1674;3;;;шт;;0;"
"Б0002078;Плинтус потолочный  2м  С12/35 (140);Отделочные материалы;Плинтус потолочный;;2375;2325;2;;;шт;;0;"
"Б0002075;Плинтус потолочный  2м  С13/50 (80);Отделочные материалы;Плинтус потолочный;;4180;4092;45;;;шт;;0;"
"Б0002079;Плинтус потолочный  2м  С28/45 (105);Отделочные материалы;Плинтус потолочный;;3990;3906;14;;;шт;;0;"
"Б0002076;Плинтус потолочный  2м  С30/45 (70);Отделочные материалы;Плинтус потолочный;;4085;3999;40;;;шт;;0;"
"Б0002082;Уголок к плинтусу потол. Солид  С03/35 (4шт.) (70);Отделочные материалы;Плинтус потолочный;;8740;8556;3;;;упак;;0;"
"Б0002084;Уголок к плинтусу потол. Солид  С04/50 (4шт.) (50);Отделочные материалы;Плинтус потолочный;;9880;9672;4;;;упак;;0;"
"Б0002080;Уголок к плинтусу потол. Солид  С06/30 (4шт.) (60);Отделочные материалы;Плинтус потолочный;;8360;8184;4;;;упак;;0;"
"Б0002089;Уголок к плинтусу потол. Солид  С07/50 (4шт.);Отделочные материалы;Плинтус потолочный;;10450;10230;3;;;упак;;0;"
"Б0002088;Уголок к плинтусу потол. Солид  С11/25 (4шт.);Отделочные материалы;Плинтус потолочный;;7125;6975;4;;;упак;;0;"
"Б0002085;Уголок к плинтусу потол. Солид  С12/35 (4шт.);Отделочные материалы;Плинтус потолочный;;9975;9765;4;;;упак;;0;"
"Б0002090;Уголок к плинтусу потол. Солид  С13/50 (4шт.);Отделочные материалы;Плинтус потолочный;;9975;9765;4;;;упак;;0;"
"Б0002081;Уголок к плинтусу потол. Солид  С27/35 (4шт.) (80);Отделочные материалы;Плинтус потолочный;;9500;9300;2;;;упак;;0;"
"Б0002086;Уголок к плинтусу потол. Солид  С28/45 (4шт.);Отделочные материалы;Плинтус потолочный;;9880;9672;4;;;упак;;0;"
"Б0002083;Уголок к плинтусу потол. Солид  С30/45 (4шт.) (50);Отделочные материалы;Плинтус потолочный;;12350;12090;3;;;упак;;0;"
"Б0000181;Основная направляющая 37м 24мм;Отделочные материалы;Подвесной потолок;;7125;6975;32;;;шт;;0;"
"Б0000179;Планка 06м 24 мм;Отделочные материалы;Подвесной потолок;;1235;1209;166;;;шт;;0;"
"Б0000180;Планка 12м 24 мм;Отделочные материалы;Подвесной потолок;;2470;2418;69;;;шт;;0;"
"Б0000178;Плинтус пристен. белый 19*19 (3м) ABS (70шт/уп.);Отделочные материалы;Подвесной потолок;;4750;4650;15;;;шт;;0;"
"Б0000177;Подвес  L-550 (0275+0275);Отделочные материалы;Подвесной потолок;;560;550;70;;;шт;;0;"
"Б0001098;Подвес 03+03м;Отделочные материалы;Подвесной потолок;;523;512;33;;;шт;;0;"
"Б0003445;Подвес L-800ммEUR (04+04+пружина);Отделочные материалы;Подвесной потолок;;640;630;16;;;шт;;0;"
"Б0000357;Подвесной потолок;Отделочные материалы;Подвесной потолок;;15200;14880;1;;;м2;;0;"
"Б0000760;Потолочная панель \Ангара\  600х600мм;Отделочные материалы;Подвесной потолок;;3705;3627;9;;;шт;;0;24шт/коробке"
"Б0001316;Потолочная панель \Нептун\ 24шт;Отделочные материалы;Подвесной потолок;;3515;3441;16;;;шт;;0;"
"Б0003274;Герметик силикон.для аквариумов  прозр  028л \МОМЕНТ ГЕРМЕНТ\ Хенкель;Пена ГерметикКлей Грунтовка;Герметики;;16150;15810;1;;;шт;;0;"
"Б0000203;Герметик силиконовый \Макрофлекс\ бел.290 мл;Пена ГерметикКлей Грунтовка;Герметики;;13775;13485;10;;;шт;;0;"
"Б0002759;Герметик силиконовый \Макрофлекс\ бесцв.290 мл;Пена ГерметикКлей Грунтовка;Герметики;;13775;13485;5;;;шт;;0;"
"Б0003580;Грунт - эмаль по ржавчине 3 в 1 серый  09кг  \ПРЕСТИЖ\;Пена ГерметикКлей Грунтовка;Грунты;;18810;18414;2;;;шт;;0;1) Преобразователь ржавчины 2) Антикоррозийный грунт 3) Декоративная эмаль<br>Предназначена для покрытия как чистыхтак и ржавых поверхн. внутри и снаружи помещений. Расход 1кг на 6-8 кв.м одним слоем. Разб.уайт-спиритом. Рабочая поверх-ть д.б. сухойочищ.от загрязненийотслаив.старое покрытие удалитьуглубл. зашпаклеватьудалить пыль и обезжирить растворит."
"Б0026259;Грунт ГФ-021 красно-коричн. 18 кг  \ХАМЕЛЕОН\;Пена ГерметикКлей Грунтовка;Грунты;;17100;16740;1;;;шт;;0;"
"Б0000618;Грунт ГФ-021 серый 20кг \Казачка\;Пена ГерметикКлей Грунтовка;Грунты;;184775;180885;0.01;;;шт;;0;Универсальнаяантикоррозийнаяалкиднаядля металла и дерева. Предназначена для грунтования металлических и деревянных пов-стей под покрытие разными эмалями. Обеспечивает высокопрочное соединение окрашиваемой поверхности и ЛКМпредупреждает отслаиваниеобеспечивает доп.защиту от коррозии.Расход: на однослойное покрытие в зав-сти от цвета 60-100 г/кв.м"
"ДХ1520;Грунт по бетону Бетоноконтакт кварцевый 27 л Sakret QG;Пена ГерметикКлей Грунтовка;Грунты;;32585;31899;3;Расход:5м2/л;;шт;;0;Высококачественный кварцевый грунт белого цвета для гладких бетонных поверхностей. Используется кварцевый песок высшей категории качества. Грунт готов к применению и не требует перемешивания."
"ДХ1842;Грунт-концентрат 10 л Sakret UG;Пена ГерметикКлей Грунтовка;Грунты;;121505;118947;1;;;шт;;0;"
"ДХ1525;Грунт-концентрат 5 л Sakret UG;Пена ГерметикКлей Грунтовка;Грунты;;63365;62031;2;Расход:3-20м2/л;;шт;;0;Концентр. грунт для минеральных и деревянных поверхностей. Разбавить водой 1:3 - под самовыравнивающиеся полы1:5 - для обработки пыльных и рыхлых поверхностей. Для деревянных поверхностей применять в неразбавленном виде."
"Б0003115;Грунтовка битумная \Мягкров\ 17 кг;Пена ГерметикКлей Грунтовка;Грунты;;103550;101370;5;;;шт;;0;"
"ДХ1840;Грунтовка глубокого проникновения10л Sakret TGW;Пена ГерметикКлей Грунтовка;Грунты;;129200;126480;2;;;шт;;0;"
"ДХ1841;Грунтовка глубокого проникновения5л Sakret TGW;Пена ГерметикКлей Грунтовка;Грунты;;65930;64542;2;;;шт;;0;"
"Б0001084;Грунтовка для внутр. и наруж. работ 10л  СНБ;Пена ГерметикКлей Грунтовка;Грунты;;20900;20460;63;;;шт;sd_00244;0;Грунтовка для внутреннихи наружных работпроникающая с антисептическими добавкамиакриловая.Используется для подготовки стен и потолков под дальнейшую их отделку ЛКМ или структурной штукатуркой.Укрепляет непрочныеосыпающиесяа также интенсивно впитывающие поверхности.Расход 01-02 л/1 кв.м"
